,entrez,Genesym
1277,55588,MED29
1278,80306,MED28
1279,9441,MED26
1280,1024,CDK8
1281,55512,SMPD3
1282,6829,SUPT5H
1283,80228,ORAI2
1284,9443,MED7
1285,9968,MED12
1286,284312,ZSCAN1
1287,23097,CDK19
1288,3164,NR4A1
1289,6606,SMN1
1290,79607,FAM118B
1291,310,ANXA7
1292,7083,TK1
1293,51236,HGH1
1294,55294,FBXW7
1295,9844,ELMO1
1296,892,CCNC
1297,5436,POLR2G
1298,29079,MED4
1299,146705,TEPSIN
1300,9439,MED23
1301,9179,AP4M1
1302,9412,MED21
1303,332,BIRC5
1304,51141,INSIG2
1305,6721,SREBF2
1306,22937,SCAP
1307,5691,PSMB3
1308,3638,INSIG1
1309,5683,PSMA2
1310,6184,RPN1
1311,7917,BAG6
1312,2023,ENO1
1313,11236,RNF139
1314,11047,ADRM1
1315,3963,LGALS7
1316,29978,UBQLN2
1317,6720,SREBF1
1318,3156,HMGCR
1319,6048,RNF5
1320,8819,SAP30
1321,7528,YY1
1322,4084,MXD1
1323,9612,NCOR2
1324,9611,NCOR1
1325,3621,ING1
1326,8349,HIST2H2BE
1327,8290,HIST3H3
1328,3066,HDAC2
1329,9541,CIR1
1330,25855,BRMS1
1331,5947,RBP1
1332,8329,HIST1H2AI
1333,26959,HBP1
1334,84312,BRMS1L
1335,23309,SIN3B
1336,9219,MTA2
1337,57649,PHF12
1338,3622,ING2
1339,51592,TRIM33
1340,100316904,SAP25
1341,6878,TAF6
1342,55893,ZNF395
1343,1108,CHD4
1344,64092,SAMSN1
1345,5092,PCBD1
1346,6595,SMARCA2
1347,84959,UBASH3B
1348,3399,ID3
1349,5926,ARID4A
1350,79595,SAP130
1351,64426,SUDS3
1352,51742,ARID4B
1353,51538,ZCCHC17
1354,8243,SMC1A
1355,57597,BAHCC1
1356,84629,TNRC18
1357,54433,GAR1
1358,134147,CMBL
1359,1130,LYST
1360,4297,KMT2A
1361,58516,FAM60A
1362,10682,EBP
1363,83463,MXD3
1364,57798,GATAD1
1365,79142,PHF23
1366,619279,ZNF704
1367,114794,ELFN2
1368,92745,SLC38A5
1369,5573,PRKAR1A
1370,124944,C17orf49
1371,55362,TMEM63B
1372,81555,YIPF5
1373,138715,ARID3C
1374,1820,ARID3A
1375,146779,EFCAB3
1376,995,CDC25C
1377,5585,PKN1
1378,890,CCNA2
1379,11178,LZTS1
1380,3265,HRAS
1381,3932,LCK
1382,1432,MAPK14
1383,5300,PIN1
1384,4140,MARK3
1385,1263,PLK3
1386,11200,CHEK2
1387,9024,BRSK2
1388,84446,BRSK1
1389,5528,PPP2R5D
1390,377630,USP17L2
1391,1040,CDS1
1392,51529,ANAPC11
1393,6993,DYNLT1
1394,202500,TCTE1
1395,7171,TPM4
1396,56975,FAM20C
1397,4430,MYO1B
1398,1020,CDK5
1399,9133,CCNB2
1400,9997,SCO2
1401,4920,ROR2
1402,3611,ILK
1403,22853,LMTK2
1404,2066,ERBB4
1405,653583,PHLDB3
1406,6464,SHC1
1407,51684,SUFU
1408,23640,HSPBP1
1409,81892,SLIRP
1410,81575,APOLD1
1411,2739,GLO1
1412,2065,ERBB3
1413,80273,GRPEL1
1414,1488,CTBP2
1415,1200,TPP1
1416,51164,DCTN4
1417,10121,ACTR1A
1418,540,ATP7B
1419,287,ANK2
1420,2317,FLNB
1421,23281,MTUS2
1422,10540,DCTN2
1423,10120,ACTR1B
1424,11216,AKAP10
1425,81929,SEH1L
1426,55860,ACTR10
1427,725,C4BPB
1428,79848,CSPP1
1429,9240,PNMA1
1430,10241,CALCOCO2
1431,84516,DCTN5
1432,832,CAPZB
1433,829,CAPZA1
1434,10671,DCTN6
1435,1639,DCTN1
1436,1778,DYNC1H1
1437,1981,EIF4G1
1438,7388,UQCRH
1439,23162,MAPK8IP3
1440,60626,RIC8A
1441,80310,PDGFD
1442,11275,KLHL2
1443,51207,DUSP13
1444,91582,RPS19BP1
1445,89927,C16orf45
1446,54069,MIS18A
1447,140850,DEFB127
1448,2743,GLRB
1449,10243,GPHN
1450,79908,BTNL8
1451,51299,NRN1
1452,79867,TCTN2
1453,55515,ASIC4
1454,29121,CLEC2D
1455,1136,CHRNA3
1456,2892,GRIA3
1457,23306,NEMP1
1458,132724,TMPRSS11B
1459,2556,GABRA3
1460,56647,BCCIP
1461,55052,MRPL20
1462,136319,MTPN
1463,11344,TWF2
1464,51720,UIMC1
1465,1762,DMWD
1466,56257,MEPCE
1467,2885,GRB2
1468,4215,MAP3K3
1469,11035,RIPK3
1470,2688,GH1
1471,5521,PPP2R2B
1472,2099,ESR1
1473,11102,RPP14
1474,55114,ARHGAP17
1475,23607,CD2AP
1476,29760,BLNK
1477,92912,UBE2Q2
1478,4116,MAGOH
1479,9656,MDC1
1480,10381,TUBB3
1481,3073,HEXA
1482,9924,PAN2
1483,79077,DCTPP1
1484,22976,PAXIP1
1485,7158,TP53BP1
1486,648,BMI1
1487,1612,DAPK1
1488,26270,FBXO6
1489,57520,HECW2
1490,23363,OBSL1
1491,26228,STAP1
1492,51548,SIRT6
1493,83987,CCDC8
1494,10075,HUWE1
1495,80301,PLEKHO2
1496,9820,CUL7
1497,30011,SH3KBP1
1498,23019,CNOT1
1499,8775,NAPA
1500,2011,MARK2
1501,7414,VCL
1502,55604,CARMIL1
1503,168400,DDX53
1504,23322,RPGRIP1L
1505,79657,RPAP3
1506,55795,PCID2
1507,4629,MYH11
1508,9260,PDLIM7
1509,5501,PPP1CC
1510,10092,ARPC5
1511,4171,MCM2
1512,4645,MYO5B
1513,4848,CNOT2
1514,10094,ARPC3
1515,10109,ARPC2
1516,81873,ARPC5L
1517,1738,DLD
1518,90411,MCFD2
1519,112399,EGLN3
1520,9564,BCAR1
1521,2735,GLI1
1522,92241,RCSD1
1523,1850,DUSP8
1524,51177,PLEKHO1
1525,79577,CDC73
1526,9555,H2AFY
1527,8405,SPOP
1528,79084,WDR77
1529,1104,RCC1
1530,7913,DEK
1531,9678,PHF14
1532,142,PARP1
1533,7150,TOP1
1534,1386,ATF2
1535,1058,CENPA
1536,7520,XRCC5
1537,54904,NSD3
1538,3068,HDGF
1539,11335,CBX3
1540,4000,LMNA
1541,8350,HIST1H3A
1542,23468,CBX5
1543,11083,DIDO1
1544,3020,H3F3A
1545,6612,SUMO3
1546,2146,EZH2
1547,200558,APLF
1548,51213,LUZP4
1549,255626,HIST1H2BA
1550,221662,RBM24
1551,285141,ERICH2
1552,546,ATRX
1553,10951,CBX1
1554,919,CD247
1555,4204,MECP2
1556,4149,MAX
1557,27023,FOXB1
1558,85451,UNK
1559,3024,HIST1H1A
1560,3018,HIST1H2BB
1561,3428,IFI16
1562,3169,FOXA1
1563,23133,PHF8
1564,3012,HIST1H2AE
1565,8658,TNKS
1566,3284,HSD3B2
1567,79829,NAA40
1568,85437,ZCRB1
1569,126299,ZNF428
1570,7508,XPC
1571,55506,H2AFY2
1572,3151,HMGN2
1573,54969,HPF1
1574,2665,GDI2
1575,65061,CDK15
1576,2547,XRCC6
1577,3208,HPCA
1578,4836,NMT1
1579,4671,NAIP
1580,4294,MAP3K10
1581,55172,DNAAF2
1582,26747,NUFIP1
1583,1716,DGUOK
1584,53373,TPCN1
1585,219931,TPCN2
1586,134285,TMEM171
1587,64091,POPDC2
1588,55504,TNFRSF19
1589,1902,LPAR1
1590,6490,PMEL
1591,51075,TMX2
1592,54951,COMMD8
1593,6430,SRSF5
1594,9777,TM9SF4
1595,4363,ABCC1
1596,116254,GINM1
1597,4701,NDUFA7
1598,4731,NDUFV3
1599,55584,CHRNA9
1600,170572,HTR3C
1601,58477,SRPRB
1602,5745,PTH1R
1603,5824,PEX19
1604,3290,HSD11B1
1605,4543,MTNR1A
1606,64116,SLC39A8
1607,148066,ZNRF4
1608,9498,SLC4A8
1609,1261,CNGA3
1610,3741,KCNA5
1611,7100,TLR5
1612,10136,CELA3A
1613,10488,CREB3
1614,9931,HELZ
1615,79937,CNTNAP3
1616,728378,POTEF
1617,347688,TUBB8
1618,10024,TROAP
1619,7277,TUBA4A
1620,23262,PPIP5K2
1621,54972,TMEM132A
1622,25793,FBXO7
1623,5125,PCSK5
1624,427,ASAH1
1625,6609,SMPD1
1626,57118,CAMK1D
1627,5684,PSMA3
1628,83445,GSG1
1629,79719,AAGAB
1630,816,CAMK2B
1631,14,AAMP
1632,25953,PNKD
1633,3316,HSPB2
1634,6049,RNF6
1635,80032,ZNF556
1636,1544,CYP1A2
1637,144423,GLT1D1
1638,55633,TBC1D22B
1639,116372,LYPD1
1640,326,AIRE
1641,10553,HTATIP2
1642,7545,ZIC1
1643,127396,ZNF684
1644,133482,SLCO6A1
1645,9753,ZSCAN12
1646,6746,SSR2
1647,7385,UQCRC2
1648,476,ATP1A1
1649,10599,SLCO1B1
1650,54808,DYM
1651,55969,C20orf24
1652,9144,SYNGR2
1653,9341,VAMP3
1654,80097,MZT2B
1655,8615,USO1
1656,29095,ORMDL2
1657,51203,NUSAP1
1658,202559,KHDRBS2
1659,9958,USP15
1660,4659,PPP1R12A
1661,5352,PLOD2
1662,84842,HPDL
1663,5782,PTPN12
1664,7360,UGP2
1665,899,CCNF
1666,3837,KPNB1
1667,90355,C5orf30
1668,6286,S100P
1669,5903,RANBP2
1670,9972,NUP153
1671,1474,CST6
1672,2939,GSTA2
1673,8339,HIST1H2BG
1674,7112,TMPO
1675,10036,CHAF1A
1676,50809,HP1BP3
1677,8555,CDC14B
1678,567,B2M
1679,51564,HDAC7
1680,604,BCL6
1681,5587,PRKD1
1682,5467,PPARD
1683,25865,PRKD2
1684,1909,EDNRA
1685,22806,IKZF3
1686,64375,IKZF4
1687,50943,FOXP3
1688,4205,MEF2A
1689,7538,ZFP36
1690,4208,MEF2C
1691,63035,BCORL1
1692,9314,KLF4
1693,81,ACTN4
1694,860,RUNX2
1695,7101,NR2E1
1696,27232,GNMT
1697,10765,KDM5B
1698,79718,TBL1XR1
1699,6907,TBL1X
1700,8458,TTF2
1701,6472,SHMT2
1702,23394,ADNP
1703,3094,HINT1
1704,79699,ZYG11B
1705,79269,DCAF10
1706,114984,FLYWCH2
1707,55034,MOCOS
1708,84942,WDR73
1709,5910,RAP1GDS1
1710,5966,REL
1711,387,RHOA
1712,644019,CBWD6
1713,1555,CYP2B6
1714,10901,DHRS4
1715,492,ATP2B3
1716,493,ATP2B4
1717,491,ATP2B2
1718,5024,P2RX3
1719,22953,P2RX2
1720,5192,PEX10
1721,5828,PEX2
1722,5830,PEX5
1723,5193,PEX12
1724,7681,MKRN3
1725,10668,CGRRF1
1726,91445,RNF185
1727,255488,RNF144B
1728,9781,RNF144A
1729,3981,LIG4
1730,3184,HNRNPD
1731,5261,PHKG2
1732,1181,CLCN2
1733,55800,SCN3B
1734,79778,MICALL2
1735,88,ACTN2
1736,87,ACTN1
1737,10763,NES
1738,23528,ZNF281
1739,2245,FGD1
1740,94005,PIGS
1741,51762,RAB8B
1742,8577,TMEFF1
1743,25921,ZDHHC5
1744,25896,INTS7
1745,10202,DHRS2
1746,51125,GOLGA7
1747,51108,METTL9
1748,1880,GPR183
1749,617,BCS1L
1750,478,ATP1A3
1751,79896,THNSL1
1752,56980,PRDM10
1753,56650,CLDND1
1754,2247,FGF2
1755,27032,ATP2C1
1756,55763,EXOC1
1757,55240,STEAP3
1758,3764,KCNJ8
1759,57181,SLC39A10
1760,201266,SLC39A11
1761,3032,HADHB
1762,10395,DLC1
1763,324,APC
1764,699,BUB1
1765,27030,MLH3
1766,201163,FLCN
1767,5795,PTPRJ
1768,969,CD69
1769,147744,TMEM190
1770,2775,GNAO1
1771,199731,CADM4
1772,203111,ERICH5
1773,5834,PYGB
1774,342979,PALM3
1775,203859,ANO5
1776,5739,PTGIR
1777,128869,PIGU
1778,8733,GPAA1
1779,10026,PIGK
1780,51604,PIGT
1781,81607,NECTIN4
1782,79770,TXNDC15
1783,9514,GAL3ST1
1784,51614,ERGIC3
1785,2742,GLRA2
1786,185,AGTR1
1787,10331,B3GNT3
1788,3084,NRG1
1789,9653,HS2ST1
1790,23601,CLEC5A
1791,29122,PRSS50
1792,27076,LYPD3
1793,64838,FNDC4
1794,4254,KITLG
1795,26123,TCTN3
1796,2040,STOM
1797,25844,YIPF3
1798,55117,SLC6A15
1799,8875,VNN2
1800,56928,SPPL2B
1801,1012,CDH13
1802,79157,MFSD11
1803,64744,SMAP2
1804,81027,TUBB1
1805,55585,UBE2Q1
1806,7444,VRK2
1807,9479,MAPK8IP1
1808,6885,MAP3K7
1809,5599,MAPK8
1810,5609,MAP2K7
1811,10454,TAB1
1812,596,BCL2
1813,5604,MAP2K1
1814,998,CDC42
1815,8844,KSR1
1816,8161,COIL
1817,581,BAX
1818,598,BCL2L1
1819,23542,MAPK8IP2
1820,10653,SPINT2
1821,148109,FAM187B
1822,91147,TMEM67
1823,197257,LDHD
1824,132884,EVC2
1825,23399,CTDNEP1
1826,64699,TMPRSS3
1827,1473,CST5
1828,1520,CTSS
1829,6636,SNRPF
1830,9886,RHOBTB1
1831,1827,RCAN1
1832,126069,ZNF491
1833,100132285,KIR2DS2
1834,79981,FRMD1
1835,55200,PLEKHG6
1836,55718,POLR3E
1837,661,POLR3D
1838,11128,POLR3A
1839,8480,RAE1
1840,171568,POLR3H
1841,11321,GPN1
1842,79871,RPAP2
1843,1121,CHM
1844,6749,SSRP1
1845,51184,GPN3
1846,55011,PIH1D1
1847,81572,PDRG1
1848,51728,POLR3K
1849,2972,BRF1
1850,752,FMNL1
1851,90488,TMEM263
1852,6830,SUPT6H
1853,55703,POLR3B
1854,55814,BDP1
1855,116143,WDR92
1856,5437,POLR2H
1857,5434,POLR2E
1858,5440,POLR2K
1859,9533,POLR1C
1860,9817,KEAP1
1861,60386,SLC25A19
1862,5435,POLR2F
1863,8725,URI1
1864,10471,PFDN6
1865,10621,POLR3F
1866,10623,POLR3C
1867,10622,POLR3G
1868,27297,CRCP
1869,84265,POLR3GL
1870,155038,GIMAP8
1871,2783,GNB2
1872,8409,UXT
1873,1571,CYP2E1
1874,788,SLC25A20
1875,9016,SLC25A14
1876,9330,GTF3C3
1877,8148,TAF15
1878,5093,PCBP1
1879,113457,TUBA3D
1880,149628,PYHIN1
1881,64743,WDR13
1882,7046,TGFBR1
1883,26229,B3GAT3
1884,5498,PPOX
1885,10989,IMMT
1886,9001,HAP1
1887,51150,SDF4
1888,4705,NDUFA10
1889,5329,PLAUR
1890,55871,CBWD1
1891,410,ARSA
1892,3671,ISLR
1893,54988,ACSM5
1894,10380,BPNT1
1895,57017,COQ9
1896,5460,POU5F1
1897,374291,NDUFS7
1898,79600,TCTN1
1899,1413,CRYBA4
1900,84952,CGNL1
1901,8618,CADPS
1902,65125,WNK1
1903,3161,HMMR
1904,54820,NDE1
1905,84231,TRAF7
1906,56850,GRIPAP1
1907,80018,NAA25
1908,83666,PARP9
1909,51126,NAA20
1910,5695,PSMB7
1911,5577,PRKAR2B
1912,10298,PAK4
1913,27101,CACYBP
1914,54509,RHOF
1915,943,TNFRSF8
1916,347736,NME9
1917,387082,SUMO4
1918,283685,GOLGA6L2
1919,220082,SPERT
1920,125115,KRT40
1921,22994,CEP131
1922,4953,ODC1
1923,4946,OAZ1
1924,25913,POT1
1925,7161,TP73
1926,11060,WWP2
1927,54998,AURKAIP1
1928,6790,AURKA
1929,60485,SAV1
1930,9113,LATS1
1931,9770,RASSF2
1932,57534,MIB1
1933,26524,LATS2
1934,84960,CCDC183
1935,83942,TSSK1B
1936,29108,PYCARD
1937,284427,SLC25A41
1938,51368,TEX264
1939,4055,LTBR
1940,54806,AHI1
1941,11064,CNTRL
1942,22995,CEP152
1943,57545,CC2D2A
1944,4957,ODF2
1945,374654,KIF7
1946,84902,CEP89
1947,5116,PCNT
1948,152185,SPICE1
1949,167691,LCA5
1950,55125,CEP192
1951,57606,SLAIN2
1952,80184,CEP290
1953,55012,PPP2R3C
1954,10733,PLK4
1955,9662,CEP135
1956,64770,CCDC14
1957,163786,SASS6
1958,134359,POC5
1959,11116,FGFR1OP
1960,22981,NINL
1961,22832,CEP162
1962,57096,RPGRIP1
1963,9859,CEP170
1964,9851,KIAA0753
1965,55142,HAUS2
1966,80254,CEP63
1967,159989,DEUP1
1968,153241,CEP120
1969,55835,CENPJ
1970,1062,CENPE
1971,117178,SSX2IP
1972,51199,NIN
1973,152206,CCDC13
1974,10464,PIBF1
1975,9261,MAPKAPK2
1976,56001,NXF2
1977,85444,LRRCC1
1978,8556,CDC14A
1979,93492,TPTE2
1980,6182,MRPL12
1981,26191,PTPN22
1982,27122,DKK3
1983,255798,SMCO1
1984,9043,SPAG9
1985,374618,TEX9
1986,153733,CCDC112
1987,140688,NOL4L
1988,130940,CCDC148
1989,8715,NOL4
1990,8388,OR1E2
1991,5885,RAD21
1992,6241,RRM2
1993,57410,SCYL1
1994,4605,MYBL2
1995,990,CDC6
1996,7884,SLBP
1997,140597,TCEAL2
1998,8237,USP11
1999,79921,TCEAL4
2000,9638,FEZ1
2001,2908,NR3C1
2002,25920,NELFB
2003,5245,PHB
2004,26260,FBXO25
2005,9208,LRRFIP1
2006,25778,DSTYK
2007,51377,UCHL5
2008,548593,SLX1A
2009,5699,PSMB10
2010,24140,FTSJ1
2011,2035,EPB41
2012,10289,EIF1B
2013,3692,EIF6
2014,5682,PSMA1
2015,5692,PSMB4
2016,51371,POMP
2017,3275,PRMT2
2018,4359,MPZ
2019,5886,RAD23A
2020,84262,PSMG3
2021,5696,PSMB8
2022,23770,FKBP8
2023,26985,AP3M1
2024,831,CAST
2025,6627,SNRPA1
2026,5714,PSMD8
2027,5721,PSME2
2028,5720,PSME1
2029,65263,PYCRL
2030,2036,EPB41L1
2031,5685,PSMA4
2032,23198,PSME4
2033,143471,PSMA8
2034,84447,SYVN1
2035,5698,PSMB9
2036,439,ASNA1
2037,22992,KDM2A
2038,5711,PSMD5
2039,56984,PSMG2
2040,55127,HEATR1
2041,54859,ELP6
2042,55626,AMBRA1
2043,53981,CPSF2
2044,10919,EHMT2
2045,26013,L3MBTL1
2046,80011,FAM192A
2047,79647,AKIRIN1
2048,2187,FANCB
2049,389362,PSMG4
2050,55122,AKIRIN2
2051,8624,PSMG1
2052,51526,OSER1
2053,51255,RNF181
2054,9491,PSMF1
2055,10201,NME6
2056,81554,RCC1L
2057,27235,COQ2
2058,50846,DHH
2059,26995,TRUB2
2060,10926,DBF4
2061,25819,NOCT
2062,58508,KMT2C
2063,203,AK1
2064,23054,NCOA6
2065,9070,ASH2L
2066,5929,RBBP5
2067,126961,HIST2H3C
2068,430,ASCL2
2069,7403,KDM6A
2070,6561,SLC13A1
2071,3643,INSR
2072,10013,HDAC6
2073,80335,WDR82
2074,79447,PAGR1
2075,23030,KDM4B
2076,55198,APPL2
2077,23071,ERP44
2078,4544,MTNR1B
2079,6015,RING1
2080,84661,DPY30
2081,51433,ANAPC5
2082,64750,SMURF2
2083,64682,ANAPC1
2084,29945,ANAPC4
2085,51434,ANAPC7
2086,10297,APC2
2087,996,CDC27
2088,701,BUB1B
2089,8881,CDC16
2090,25847,ANAPC13
2091,246184,CDC26
2092,9184,BUB3
2093,571,BACH1
2094,9232,PTTG1
2095,1869,E2F1
2096,56916,SMARCAD1
2097,119504,ANAPC16
2098,26271,FBXO5
2099,57695,USP37
2100,25906,ANAPC15
2101,5179,PENK
2102,3827,KNG1
2103,128344,PIFO
2104,25809,TTLL1
2105,7027,TFDP1
2106,9402,GRAP2
2107,79917,MAGIX
2108,27338,UBE2S
2109,57587,CFAP97
2110,2960,GTF2E1
2111,51084,CRYL1
2112,135398,C6orf141
2113,29781,NCAPH2
2114,80726,KIAA1683
2115,165829,GPR156
2116,196527,ANO6
2117,90203,SNX21
2118,388272,C16orf87
2119,84913,ATOH8
2120,1577,CYP3A5
2121,6929,TCF3
2122,57414,RHBDD2
2123,131474,CHCHD4
2124,150737,TTC30B
2125,11020,IFT27
2126,7993,UBXN8
2127,952,CD38
2128,558,AXL
2129,962,CD48
2130,5794,PTPRH
2131,925,CD8A
2132,974,CD79B
2133,3454,IFNAR1
2134,973,CD79A
2135,1441,CSF3R
2136,1439,CSF2RB
2137,4582,MUC1
2138,6452,SH3BP2
2139,27040,LAT
2140,10750,GRAP
2141,9846,GAB2
2142,54923,LIME1
2143,54900,LAX1
2144,4068,SH2D1A
2145,1493,CTLA4
2146,7430,EZR
2147,1445,CSK
2148,1604,CD55
2149,931,MS4A1
2150,5062,PAK2
2151,355,FAS
2152,5921,RASA1
2153,3560,IL2RB
2154,2214,FCGR3A
2155,921,CD5
2156,7409,VAV1
2157,3815,KIT
2158,867,CBL
2159,5290,PIK3CA
2160,5335,PLCG1
2161,5175,PECAM1
2162,5781,PTPN11
2163,5777,PTPN6
2164,7535,ZAP70
2165,5792,PTPRF
2166,940,CD28
2167,920,CD4
2168,3702,ITK
2169,914,CD2
2170,7070,THY1
2171,6850,SYK
2172,3718,JAK3
2173,5336,PLCG2
2174,5588,PRKCQ
2175,6772,STAT1
2176,7275,TUB
2177,2185,PTK2B
2178,1234,CCR5
2179,3937,LCP2
2180,5566,PRKACA
2181,5338,PLD2
2182,5829,PXN
2183,1796,DOK1
2184,9094,UNC119
2185,9047,SH2D2A
2186,50852,TRAT1
2187,27240,SIT1
2188,8631,SKAP1
2189,9046,DOK2
2190,10019,SH2B3
2191,59341,TRPV4
2192,8751,ADAM15
2193,27071,DAPP1
2194,52,ACP1
2195,916,CD3E
2196,1501,CTNND2
2197,50619,DEF6
2198,4739,NEDD9
2199,79930,DOK3
2200,3804,KIR2DL3
2201,960,CD44
2202,1500,CTNND1
2203,7337,UBE3A
2204,7026,NR2F2
2205,5297,PI4KA
2206,102,ADAM10
2207,60,ACTB
2208,5800,PTPRO
2209,5796,PTPRK
2210,5793,PTPRG
2211,5797,PTPRM
2212,5787,PTPRB
2213,5803,PTPRZ1
2214,602,BCL3
2215,10146,G3BP1
2216,81857,MED25
2217,55824,PAG1
2218,115426,UHRF2
2219,5788,PTPRC
2220,868,CBLB
2221,1154,CISH
2222,9021,SOCS3
2223,6654,SOS1
2224,8835,SOCS2
2225,84962,AJUBA
2226,8651,SOCS1
2227,345757,FAM174A
2228,84868,HAVCR2
2229,2549,GAB1
2230,4233,MET
2231,54901,CDKAL1
2232,114836,SLAMF6
2233,8074,FGF23
2234,5251,PHEX
2235,2261,FGFR3
2236,2263,FGFR2
2237,2260,FGFR1
2238,196528,ARID2
2239,8900,CCNA1
2240,3178,HNRNPA1
2241,55193,PBRM1
2242,4802,NFYC
2243,29117,BRD7
2244,9274,BCL7C
2245,55636,CHD7
2246,7023,TFAP4
2247,8110,DPF3
2248,89884,LHX4
2249,10762,NUP50
2250,6760,SS18
2251,1958,EGR1
2252,3836,KPNA1
2253,929,CD14
2254,605,BCL7A
2255,7571,ZNF23
2256,9819,TSC22D2
2257,54987,C1orf123
2258,55192,DNAJC17
2259,200205,IBA57
2260,9419,CRIPT
2261,27339,PRPF19
2262,7873,MANF
2263,10525,HYOU1
2264,8674,VAMP4
2265,390916,NUDT19
2266,10577,NPC2
2267,339229,OXLD1
2268,84984,CEP19
2269,54059,YBEY
2270,4817,NIT1
2271,1670,DEFA5
2272,29078,NDUFAF4
2273,144577,C12orf66
2274,11133,KPTN
2275,9681,DEPDC5
2276,154743,BMT2
2277,55846,ITFG2
2278,55970,GNG12
2279,59345,GNB4
2280,1974,EIF4A2
2281,2274,FHL2
2282,2784,GNB3
2283,2782,GNB1
2284,154,ADRB2
2285,2319,FLOT2
2286,5906,RAP1A
2287,10211,FLOT1
2288,6908,TBP
2289,640,BLK
2290,6558,SLC12A2
2291,9477,MED20
2292,9849,ZNF518A
2293,27294,DHDH
2294,151903,CCDC12
2295,2534,FYN
2296,3507,IGHM
2297,2204,FCAR
2298,5284,PIGR
2299,3512,JCHAIN
2300,3059,HCLS1
2301,7047,TGM4
2302,2662,GDF10
2303,930,CD19
2304,2175,FANCA
2305,259,AMBP
2306,89885,FATE1
2307,65010,SLC26A6
2308,8225,GTPBP6
2309,7297,TYK2
2310,9425,CDYL
2311,9409,PEX16
2312,23331,TTC28
2313,8560,DEGS1
2314,10367,MICU1
2315,84749,USP30
2316,55325,UFSP2
2317,622,BDH1
2318,11269,DDX19B
2319,29988,SLC2A8
2320,4059,BCAM
2321,4833,NME4
2322,84068,SLC10A7
2323,26164,MTG2
2324,5190,PEX6
2325,80167,ABHD18
2326,6687,SPG7
2327,6787,NEK4
2328,196074,METTL15
2329,91419,ATP23
2330,63899,NSUN3
2331,253512,SLC25A30
2332,114971,PTPMT1
2333,50515,CHST11
2334,3113,HLA-DPA1
2335,154091,SLC2A12
2336,5550,PREP
2337,5020,OXT
2338,4922,NTS
2339,6863,TAC1
2340,183,AGT
2341,51547,SIRT7
2342,6897,TARS
2343,151246,SGO2
2344,5860,QDPR
2345,230,ALDOC
2346,9049,AIP
2347,8514,KCNAB2
2348,4942,OAT
2349,1491,CTH
2350,51477,ISYNA1
2351,4199,ME1
2352,226,ALDOA
2353,51430,SUCO
2354,114822,RHPN1
2355,11127,KIF3A
2356,8439,NSMAF
2357,340146,SLC35D3
2358,1195,CLK1
2359,56261,GPCPD1
2360,535,ATP6V0A1
2361,55168,MRPS18A
2362,3396,MRPL58
2363,79159,NOL12
2364,7570,ZNF22
2365,54148,MRPL39
2366,57693,ZNF317
2367,10573,MRPL28
2368,57129,MRPL47
2369,27303,RBMS3
2370,6137,RPL13
2371,23291,FBXW11
2372,6128,RPL6
2373,8945,BTRC
2374,51073,MRPL4
2375,10884,MRPS30
2376,8508,NIPSNAP1
2377,65005,MRPL9
2378,65008,MRPL1
2379,668,FOXL2
2380,54534,MRPL50
2381,51318,MRPL35
2382,124995,MRPL10
2383,64975,MRPL41
2384,28977,MRPL42
2385,80760,ITIH5
2386,7517,XRCC3
2387,4853,NOTCH2
2388,8493,PPM1D
2389,5888,RAD51
2390,9530,BAG4
2391,4222,MEOX1
2392,5075,PAX1
2393,5077,PAX3
2394,6663,SOX10
2395,2332,FMR1
2396,9961,MVP
2397,139793,PAGE3
2398,252969,NEIL2
2399,117286,CIB3
2400,240,ALOX5
2401,55577,NAGK
2402,4281,MID1
2403,54870,QRICH1
2404,1641,DCX
2405,54926,UBE2R2
2406,9391,CIAO1
2407,112858,TP53RK
2408,60491,NIF3L1
2409,26060,APPL1
2410,137886,UBXN2B
2411,143884,CWF19L2
2412,170082,TCEANC
2413,51760,SYT17
2414,1163,CKS1B
2415,8498,RANBP3
2416,150275,CCDC117
2417,51560,RAB6B
2418,57120,GOPC
2419,357,SHROOM2
2420,4690,NCK1
2421,57630,SH3RF1
2422,55081,IFT57
2423,1487,CTBP1
2424,22807,IKZF2
2425,2959,GTF2B
2426,1107,CHD3
2427,1173,AP2M1
2428,64376,IKZF5
2429,80256,FAM214B
2430,5892,RAD51D
2431,26240,FAM50B
2432,10069,RWDD2B
2433,744,MPPED2
2434,10263,CDK2AP2
2435,53944,CSNK1G1
2436,5932,RBBP8
2437,79885,HDAC11
2438,29123,ANKRD11
2439,51185,CRBN
2440,8445,DYRK2
2441,11284,PNKP
2442,79637,ARMC7
2443,79005,SCNM1
2444,79050,NOC4L
2445,57332,CBX8
2446,9112,MTA1
2447,122786,FRMD6
2448,339448,C1orf174
2449,10539,GLRX3
2450,10459,MAD2L2
2451,10783,NEK6
2452,64782,AEN
2453,64147,KIF9
2454,25804,LSM4
2455,2257,FGF12
2456,9589,WTAP
2457,55885,LMO3
2458,55337,C19orf66
2459,65265,C8orf33
2460,54955,C1orf109
2461,8907,AP1M1
2462,221120,ALKBH3
2463,1656,DDX6
2464,63898,SH2D4A
2465,285753,CEP57L1
2466,147687,ZNF417
2467,51545,ZNF581
2468,23479,ISCU
2469,84140,FAM161A
