,entrez,Genesym
13501,8323,FZD6
13502,91775,NXPE3
13503,25789,TMEM59L
13504,2621,GAS6
13505,2131,EXT1
13506,9488,PIGB
13507,728577,CNTNAP3B
13508,79697,C14orf169
13509,391104,VHLL
13510,548313,SSX4B
13511,112483,SAT2
13512,25950,RWDD3
13513,80318,GKAP1
13514,3270,HRC
13515,84769,MPV17L2
13516,54328,GPR173
13517,57721,METTL14
13518,190,NR0B1
13519,284131,ENDOV
13520,54456,MOV10L1
13521,57575,PCDH10
13522,10568,SLC34A2
13523,7475,WNT6
13524,81029,WNT5B
13525,359,AQP2
13526,144321,GLIPR1L2
13527,100131017,ZNF316
13528,54754,NUTM2F
13529,5349,FXYD3
13530,83849,SYT15
13531,79847,MFSD13A
13532,64577,ALDH8A1
13533,126014,OSCAR
13534,22979,EFR3B
13535,4539,MT-ND4L
13536,1545,CYP1B1
13537,57184,FAM219B
13538,3224,HOXC8
13539,1140,CHRNB1
13540,9684,LRRC14
13541,84261,FBXW9
13542,93611,FBXO44
13543,80067,DCAF17
13544,7857,SCG2
13545,3810,KIR2DS5
13546,285429,DCAF4L1
13547,154881,KCTD7
13548,54883,CWC25
13549,5922,RASA2
13550,8698,S1PR4
13551,64283,ARHGEF28
13552,114815,SORCS1
13553,3834,KIF25
13554,57573,ZNF471
13555,154075,SAMD3
13556,6658,SOX3
13557,140807,KRT72
13558,6276,S100A5
13559,151313,FAHD2B
13560,22835,ZFP30
13561,4201,MEA1
13562,79660,PPP1R3B
13563,26278,SACS
13564,285335,SLC9C1
13565,162515,SLC16A11
13566,56955,MEPE
13567,92285,ZNF585B
13568,140628,GATA5
13569,126295,ZNF57
13570,51274,KLF3
13571,348807,CFAP100
13572,10233,LRRC23
13573,375444,C5orf34
13574,497189,TIFAB
13575,59353,TMEM35A
13576,340069,FAM170A
13577,114960,TSGA13
13578,8036,SHOC2
13579,29899,GPSM2
13580,266747,RGL4
13581,51196,PLCE1
13582,3562,IL3
13583,5863,RGL2
13584,11009,IL24
13585,11145,PLA2G16
13586,257068,PLCXD2
13587,255928,SYT14
13588,255520,ELMOD2
13589,51315,KRCC1
13590,9473,THEMIS2
13591,57205,ATP10D
13592,284541,CYP4A22
13593,133746,JMY
13594,389197,C4orf50
13595,57224,NHSL1
13596,92565,FANK1
13597,79982,DNAJB14
13598,101,ADAM8
13599,431707,LHX8
13600,123016,TTC8
13601,84100,ARL6
13602,92482,BBIP1
13603,83891,SNX25
13604,151742,PPM1L
13605,60684,TRAPPC11
13606,79370,BCL2L14
13607,3120,HLA-DQB2
13608,389376,SFTA2
13609,285025,CCDC141
13610,79925,SPEF2
13611,51372,TMA7
13612,100132476,KRTAP4-7
13613,118427,OLFM3
13614,153770,PLAC8L1
13615,83439,TCF7L1
13616,27253,PCDH17
13617,4489,MT1A
13618,400986,ANKRD36C
13619,163351,GBP6
13620,386684,KRTAP12-4
13621,10333,TLR6
13622,4062,LY6H
13623,23553,HYAL4
13624,4481,MSR1
13625,4818,NKG7
13626,23484,LEPROTL1
13627,651,BMP3
13628,5008,OSM
13629,1296,COL8A2
13630,142683,ITLN2
13631,9806,SPOCK2
13632,54959,ODAM
13633,9745,ZNF536
13634,253738,EBF3
13635,88745,RRP36
13636,2395,FXN
13637,203054,ADCK5
13638,246269,LACE1
13639,126567,C2CD4C
13640,64220,STRA6
13641,9926,LPGAT1
13642,84188,FAR1
13643,1621,DBH
13644,95681,CEP41
13645,23464,GCAT
13646,339175,METTL2A
13647,81693,AMN
13648,10753,CAPN9
13649,60559,SPCS3
13650,56926,NCLN
13651,56605,ERO1B
13652,143888,KDELC2
13653,9403,SELENOF
13654,23478,SEC11A
13655,79573,TTC13
13656,64167,ERAP2
13657,503542,SPRN
13658,92335,STRADA
13659,81617,CAB39L
13660,1208,CLPS
13661,5408,PNLIPRP2
13662,5406,PNLIP
13663,255426,RASGEF1C
13664,124925,SEZ6
13665,84152,PPP1R1B
13666,3761,KCNJ4
13667,81888,HYI
13668,57507,ZNF608
13669,284958,NT5DC4
13670,340348,TSPAN33
13671,51248,PDZD11
13672,283579,C14orf178
13673,222171,PRR15
13674,116496,FAM129A
13675,247,ALOX15B
13676,653857,ACTR3C
13677,54807,ZNF586
13678,3451,IFNA17
13679,83844,USP26
13680,8912,CACNA1H
13681,51754,TMEM8B
13682,164592,CCDC116
13683,25763,HYPM
13684,254122,SNX32
13685,2348,FOLR1
13686,57110,HRASLS
13687,285643,KIF4B
13688,79788,ZNF665
13689,391,RHOG
13690,199720,GGN
13691,219990,OOSP2
13692,84690,SPATA22
13693,54980,C2orf42
13694,285464,CRIPAK
13695,55146,ZDHHC4
13696,145447,ABHD12B
13697,9249,DHRS3
13698,79192,IRX1
13699,4917,NTN3
13700,148738,HFE2
13701,30061,SLC40A1
13702,79369,B3GNT4
13703,80023,NRSN2
13704,28955,DEXI
13705,145258,GSC
13706,23682,RAB38
13707,652991,SKOR2
13708,79640,C22orf46
13709,145483,FAM161B
13710,158931,TCEAL6
13711,79098,C1orf116
13712,63976,PRDM16
13713,2118,ETV4
13714,131,ADH7
13715,6019,RLN2
13716,117579,RLN3
13717,55530,SVOP
13718,9537,TP53I11
13719,1308,COL17A1
13720,1179,CLCA1
13721,9294,S1PR2
13722,1903,S1PR3
13723,221908,PPP1R35
13724,56911,MAP3K7CL
13725,10124,ARL4A
13726,64221,ROBO3
13727,55273,TMEM100
13728,1087,CEACAM7
13729,4680,CEACAM6
13730,114879,OSBPL5
13731,389114,ZNF662
13732,146395,GSG1L
13733,10578,GNLY
13734,5266,PI3
13735,28232,SLCO3A1
13736,4909,NTF4
13737,3111,HLA-DOA
13738,3700,ITIH4
13739,3263,HPX
13740,6619,SNAPC3
13741,90139,TSPAN18
13742,2483,FRG1
13743,146439,BICDL2
13744,57404,CYP20A1
13745,1826,DSCAM
13746,23443,SLC35A3
13747,2642,GCGR
13748,51134,CEP83
13749,10216,PRG4
13750,29066,ZC3H7A
13751,7318,UBA7
13752,1745,DLX1
13753,84315,MON1A
13754,26152,ZNF337
13755,8603,FAM193A
13756,55160,ARHGEF10L
13757,10017,BCL2L10
13758,23461,ABCA5
13759,55907,CMAS
13760,93661,CAPZA3
13761,219348,PLAC9
13762,23093,TTLL5
13763,55582,KIF27
13764,84275,SLC25A33
13765,164312,LRRN4
13766,205147,AMER3
13767,5158,PDE6B
13768,27181,SIGLEC8
13769,114769,CARD16
13770,56898,BDH2
13771,340481,ZDHHC21
13772,57583,TMEM181
13773,56834,GPR137
13774,4601,MXI1
13775,54830,NUP62CL
13776,2134,EXTL1
13777,195814,SDR16C5
13778,90649,ZNF486
13779,126070,ZNF440
13780,8491,MAP4K3
13781,346171,ZFP57
13782,254251,LCORL
13783,50836,TAS2R8
13784,10864,SLC22A7
13785,4246,SCGB2A1
13786,254827,NAALADL2
13787,54463,FAM134B
13788,2346,FOLH1
13789,10806,SDCCAG8
13790,63876,PKNOX2
13791,90321,ZNF766
13792,729830,FAM160A1
13793,8510,MMP23B
13794,1419,CRYGB
13795,6860,SYT4
13796,134957,STXBP5
13797,23329,TBC1D30
13798,51298,THEG
13799,388531,RGS9BP
13800,7733,ZNF180
13801,72,ACTG2
13802,729355,TP53TG3B
13803,55679,LIMS2
13804,51149,MRNIP
13805,219670,ENKUR
13806,162394,SLFN5
13807,134728,IRAK1BP1
13808,79805,VASH2
13809,170062,FAM47B
13810,245806,VGLL2
13811,84919,PPP1R15B
13812,79651,RHBDF2
13813,9772,TMEM94
13814,1048,CEACAM5
13815,9607,CARTPT
13816,57214,CEMIP
13817,403313,PLPP6
13818,79672,FN3KRP
13819,26502,NARF
13820,346562,GNAT3
13821,869,CBLN1
13822,643866,CBLN3
13823,1075,CTSC
13824,151254,ALS2CR11
13825,146923,RUNDC1
13826,163051,ZNF709
13827,26231,LRRC29
13828,165,AEBP1
13829,4009,LMX1A
13830,100129654,TCF24
13831,953,ENTPD1
13832,54514,DDX4
13833,6324,SCN1B
13834,56413,LTB4R2
13835,8913,CACNA1G
13836,360030,NANOGNB
13837,94137,RP1L1
13838,345,APOC3
13839,353299,RGSL1
13840,80820,EEPD1
13841,8911,CACNA1I
13842,117155,CATSPER2
13843,130827,TMEM182
13844,127002,ATXN7L2
13845,51157,ZNF580
13846,51292,GMPR2
13847,153657,TTC23L
13848,9765,ZFYVE16
13849,90381,TICRR
13850,23271,CAMSAP2
13851,143,PARP4
13852,221061,FAM171A1
13853,22849,CPEB3
13854,389136,VGLL3
13855,23143,LRCH1
13856,282996,RBM20
13857,57579,FAM135A
13858,54462,CCSER2
13859,80209,PROSER1
13860,55105,GPATCH2
13861,9365,KL
13862,119016,AGAP4
13863,820,CAMP
13864,9947,MAGEC1
13865,1485,CTAG1B
13866,631,BFSP1
13867,84514,GHDC
13868,401505,TOMM5
13869,22798,LAMB4
13870,51226,COPZ2
13871,10595,ERN2
13872,3982,LIM2
13873,55553,SOX6
13874,79755,ZNF750
13875,124935,SLC43A2
13876,147945,NLRP4
13877,284067,C17orf105
13878,23358,USP24
13879,84674,CARD6
13880,143872,ARHGAP42
13881,4982,TNFRSF11B
13882,158800,RHOXF1
13883,84830,ADTRP
13884,2738,GLI4
13885,79943,ZNF696
13886,92815,HIST3H2A
13887,8630,HSD17B6
13888,26579,MYEOV
13889,129025,ZNF280A
13890,140883,ZNF280B
13891,123207,C15orf40
13892,115584,SLC5A11
13893,2555,GABRA2
13894,127254,ERICH3
13895,83667,SESN2
13896,83451,ABHD11
13897,389434,IYD
13898,7799,PRDM2
13899,2056,EPO
13900,6473,SHOX
13901,84681,HINT2
13902,222255,ATXN7L1
13903,58512,DLGAP3
13904,344787,ZNF860
13905,11247,NXPH4
13906,9860,LRIG2
13907,89782,LMLN
13908,116969,ART5
13909,64979,MRPL36
13910,64895,PAPOLG
13911,10203,CALCRL
13912,255631,COL24A1
13913,116444,GRIN3B
13914,2905,GRIN2C
13915,9211,LGI1
13916,828,CAPS
13917,26476,OR10J1
13918,54777,CFAP46
13919,912,CD1D
13920,352999,C6orf58
13921,4018,LPA
13922,57795,BRINP2
13923,3373,HYAL1
13924,55554,KLK15
13925,9856,KIAA0319
13926,89853,MVB12B
13927,347517,RAB41
13928,55435,AP1AR
13929,9515,STXBP5L
13930,81928,CABLES2
13931,9122,SLC16A4
13932,124454,EARS2
13933,1644,DDC
13934,116835,HSPA12B
13935,5889,RAD51C
13936,29914,UBIAD1
13937,57589,RIC1
13938,27286,SRPX2
13939,56901,NDUFA4L2
13940,2297,FOXD1
13941,9658,ZNF516
13942,137492,VPS37A
13943,374355,CCDC172
13944,22893,BAHD1
13945,8820,HESX1
13946,147657,ZNF480
13947,121274,ZNF641
13948,84449,ZNF333
13949,157773,C8orf48
13950,29907,SNX15
13951,155368,WBSCR27
13952,79635,CCDC121
13953,284565,NBPF15
13954,79149,ZSCAN5A
13955,92558,BICDL1
13956,80740,LY6G6C
13957,162494,RHBDL3
13958,414919,C8orf82
13959,22905,EPN2
13960,84976,DISP1
13961,85313,PPIL4
13962,285195,SLC9A9
13963,2208,FCER2
13964,342184,FMN1
13965,8403,SOX14
13966,83873,GPR61
13967,202018,TAPT1
13968,9854,C2CD2L
13969,91283,MSANTD3
13970,222008,VSTM2A
13971,259249,MRGPRX1
13972,607,BCL9
13973,51634,RBMX2
13974,222698,NKAPL
13975,10943,MSL3
13976,339403,RXFP4
13977,4081,MAB21L1
13978,10316,NMUR1
13979,129521,NMS
13980,56311,ANKRD7
13981,27075,TSPAN13
13982,10410,IFITM3
13983,9143,SYNGR3
13984,51286,CEND1
13985,54681,P4HTM
13986,3426,CFI
13987,3249,HPN
13988,79957,PAQR6
13989,58515,SELENOK
13990,1366,CLDN7
13991,51390,AIG1
13992,2013,EMP2
13993,54855,FAM46C
13994,116843,SLC18B1
13995,163688,CALML6
13996,162966,ZNF600
13997,6703,SPRR2D
13998,54946,SLC41A3
13999,51237,MZB1
14000,10715,CERS1
14001,64860,ARMCX5
14002,54495,TMX3
14003,63910,SLC17A9
14004,7292,TNFSF4
14005,27233,SULT1C4
14006,125228,FAM210A
14007,146852,ODF4
14008,441476,STPG3
14009,11253,MAN1B1
14010,92346,C1orf105
14011,8671,SLC4A4
14012,139716,GAB3
14013,259215,LY6G6F
14014,399694,SHC4
14015,171425,CLYBL
14016,7287,TULP1
14017,11250,GPR45
14018,9103,FCGR2C
14019,56666,PANX2
14020,6578,SLCO2A1
14021,3568,IL5RA
14022,344148,NCKAP5
14023,610,HCN2
14024,2334,AFF2
14025,9187,SLC24A1
14026,10659,CELF2
14027,7580,ZNF32
14028,3780,KCNN1
14029,1417,CRYBB3
14030,90134,KCNH7
14031,8581,LY6D
14032,54058,C21orf58
14033,118471,PRAP1
14034,90843,TCEAL8
14035,5169,ENPP3
14036,25758,KIAA1549L
14037,118788,PIK3AP1
14038,400745,SH2D5
14039,54953,C1orf27
14040,94015,TTYH2
14041,57569,ARHGAP20
14042,150946,GAREM2
14043,11122,PTPRT
14044,51085,MLXIPL
14045,81025,GJA9
14046,163154,PRR22
14047,79949,PLEKHS1
14048,133015,PACRGL
14049,124044,SPATA2L
14050,221687,RNF182
14051,92949,ADAMTSL1
14052,113802,HENMT1
14053,285973,ATG9B
14054,11227,GALNT5
14055,154790,CLEC2L
14056,3975,LHX1
14057,64843,ISL2
14058,29943,PADI1
14059,151525,WDSUB1
14060,10117,ENAM
14061,54757,FAM20A
14062,388323,GLTPD2
14063,392307,FAM221B
14064,729475,RAD51AP2
14065,5890,RAD51B
14066,80319,CXXC4
14067,121278,TPH2
14068,80217,CFAP43
14069,127,ADH4
14070,56623,INPP5E
14071,57228,SMAGP
14072,5373,PMM2
14073,388585,HES5
14074,6910,TBX5
14075,51156,SERPINA10
14076,55798,METTL2B
14077,147670,SMIM17
14078,644096,SDHAF1
14079,56917,MEIS3
14080,94032,CAMK2N2
14081,134526,ACOT12
14082,92154,MTSS1L
14083,221830,TWISTNB
14084,161436,EML5
14085,56907,SPIRE1
14086,54834,GDAP2
14087,100128327,TRAPPC3L
14088,285180,RUFY4
14089,79567,FAM65A
14090,11153,FICD
14091,4102,MAGEA3
14092,27020,NPTN
14093,1375,CPT1B
14094,4514,MT-CO3
14095,6529,SLC6A1
14096,23116,FAM179B
14097,729359,PLIN4
14098,3338,DNAJC4
14099,90693,CCDC126
14100,158809,MAGEB6
14101,26095,PTPN20
14102,25983,NGDN
14103,220963,SLC16A9
14104,51389,RWDD1
14105,79762,C1orf115
14106,1830,DSG3
14107,221692,PHACTR1
14108,132299,OCIAD2
14109,84081,NSRP1
14110,4668,NAGA
14111,6913,TBX15
14112,10223,GPA33
14113,408050,NOMO3
14114,55768,NGLY1
14115,686,BTD
14116,9215,LARGE1
14117,254531,LPCAT4
14118,94031,HTRA3
14119,54996,MARC2
14120,133022,TRAM1L1
14121,84987,COX14
14122,9619,ABCG1
14123,54812,AFTPH
14124,203522,INTS6L
14125,339976,TRIML1
14126,139562,OTUD6A
14127,23731,TMEM245
14128,8694,DGAT1
14129,142891,SAMD8
14130,9791,PTDSS1
14131,10227,MFSD10
14132,55716,LMBR1L
14133,2542,SLC37A4
14134,85465,SELENOI
14135,84912,SLC35B4
14136,51308,REEP2
14137,100506144,TMEM35B
14138,727910,TLCD2
14139,79602,ADIPOR2
14140,79966,SCD5
14141,79152,FA2H
14142,90407,TMEM41A
14143,440026,TMEM41B
14144,51201,ZDHHC2
14145,54716,SLC6A20
14146,26290,GALNT8
14147,115019,SLC26A9
14148,152485,ZNF827
14149,55190,NUDT11
14150,135948,OR2F2
14151,196294,IMMP1L
14152,259240,WFDC9
14153,641372,ACOT6
14154,5016,OVGP1
14155,79603,CERS4
14156,79733,E2F8
14157,94101,ORMDL1
14158,1412,CRYBA2
14159,23428,SLC7A8
14160,84173,ELMOD3
14161,91614,DEPDC7
14162,5542,PRB1
14163,54838,WBP1L
14164,63924,CIDEC
14165,399664,MEX3D
14166,58160,NFE4
14167,29901,SAC3D1
14168,340273,ABCB5
14169,2653,GCSH
14170,65124,SOWAHC
14171,7769,ZNF226
14172,7380,UPK3A
14173,7348,UPK1B
14174,4586,MUC5AC
14175,317749,DHRS4L2
14176,1066,CES1
14177,152189,CMTM8
14178,2069,EREG
14179,5569,PKIA
14180,64866,CDCP1
14181,6523,SLC5A1
14182,220164,DOK6
14183,2184,FAH
14184,1299,COL9A3
14185,57221,ARFGEF3
14186,338322,NLRP10
14187,6698,SPRR1A
14188,84947,SERAC1
14189,84174,SLA2
14190,23401,FRAT2
14191,126231,ZNF573
14192,57478,USP31
14193,143570,XRRA1
14194,26280,IL1RAPL2
14195,100271927,RASA4B
14196,6519,SLC3A1
14197,643376,BTBD18
14198,643008,SMIM5
14199,375337,TOPAZ1
14200,153020,RASGEF1B
14201,399671,HEATR4
14202,1769,DNAH8
14203,339906,PRSS42
14204,22865,SLITRK3
14205,22990,PCNX1
14206,1618,DAZL
14207,23033,DOPEY1
14208,254950,KRTAP15-1
14209,343171,OR2W3
14210,79074,C2orf49
14211,285172,FAM126B
14212,285051,C2orf61
14213,79768,KATNBL1
14214,94025,MUC16
14215,344758,GPR149
14216,132949,AASDH
14217,64417,TMEM267
14218,283848,CES4A
14219,80059,LRRTM4
14220,80063,ATF7IP2
14221,644353,ZCCHC18
14222,219537,SMTNL1
14223,121006,FAM186A
14224,192668,CYS1
14225,124599,CD300LB
14226,346007,EYS
14227,55124,PIWIL2
14228,440822,PIWIL3
14229,147808,ZNF784
14230,275,AMT
14231,50999,TMED5
14232,79135,APOO
14233,4696,NDUFA3
14234,84627,ZNF469
14235,115827,RAB3C
14236,8447,DOC2B
14237,844,CASQ1
14238,51277,DNAJC27
14239,8643,PTCH2
14240,390980,ZNF805
14241,23398,PPWD1
14242,79413,ZBED2
14243,353345,GPR141
14244,7652,ZNF99
14245,80264,ZNF430
14246,342909,ZNF284
14247,56242,ZNF253
14248,51761,ATP8A2
14249,339487,ZBTB8OS
14250,55423,SIRPG
14251,10791,VAMP5
14252,1235,CCR6
14253,414325,DEFB103A
14254,122042,RXFP2
14255,51244,CCDC174
14256,79415,C17orf62
14257,81614,NIPA2
14258,9823,ARMCX2
14259,57514,ARHGAP31
14260,3268,AGFG2
14261,11118,BTN3A2
14262,284,ANGPT1
14263,51378,ANGPT4
14264,9068,ANGPTL1
14265,1428,CRYM
14266,26085,KLK13
14267,5205,ATP8B1
14268,23250,ATP11A
14269,23200,ATP11B
14270,79895,ATP8B4
14271,1138,CHRNA5
14272,112942,CFAP36
14273,9946,CRYZL1
14274,340205,TREML1
14275,2835,GPR12
14276,162655,ZNF519
14277,4537,MT-ND3
14278,91543,RSAD2
14279,196463,PLBD2
14280,22903,BTBD3
14281,6568,SLC17A1
14282,116085,SLC22A12
14283,6583,SLC22A4
14284,6584,SLC22A5
14285,55867,SLC22A11
14286,142680,SLC34A3
14287,2984,GUCY2C
14288,6533,SLC6A6
14289,8884,SLC5A6
14290,2693,GHSR
14291,2692,GHRHR
14292,2709,GJB5
14293,4636,MYL5
14294,64094,SMOC2
14295,375759,C9orf50
14296,79817,MOB3B
14297,8838,WISP3
14298,80148,PQLC1
14299,388228,SBK1
14300,84102,SLC41A2
14301,64693,CTAGE1
14302,28991,COMMD5
14303,6035,RNASE1
14304,85479,DNAJC5B
14305,56165,TDRD1
14306,9600,PITPNM1
14307,55150,C19orf73
14308,80739,C6orf25
14309,8832,CD84
14310,124975,GGT6
14311,130026,ICA1L
14312,200350,FOXD4L1
14313,7366,UGT2B15
14314,57513,CASKIN2
14315,10021,HCN4
14316,348980,HCN1
14317,57657,HCN3
14318,55908,ANGPTL8
14319,493860,CCDC73
14320,642968,FAM163B
14321,10126,DNAL4
14322,168002,DACT2
14323,283933,ZNF843
14324,55815,TSNAXIP1
14325,26115,TANC2
14326,84109,QRFPR
14327,8823,FGF16
14328,6557,SLC12A1
14329,442867,BPY2B
14330,5153,PDE1B
14331,23237,ARC
14332,56848,SPHK2
14333,1139,CHRNA7
14334,778,CACNA1F
14335,114784,CSMD2
14336,115703,ARHGAP33
14337,84107,ZIC4
14338,84649,DGAT2
14339,84326,METTL26
14340,90459,ERI1
14341,10998,SLC27A5
14342,83943,IMMP2L
14343,51246,SHISA5
14344,28916,IGKV2-40
14345,132160,PPM1M
14346,257160,RNF214
14347,199,AIF1
14348,6911,TBX6
14349,128434,VSTM2L
14350,9166,EBAG9
14351,645121,CCNI2
14352,3904,LAIR2
14353,340542,BEX5
14354,783,CACNB2
14355,1365,CLDN3
14356,6514,SLC2A2
14357,25780,RASGRP3
14358,54827,NXPE4
14359,7699,ZNF140
14360,1240,CMKLR1
14361,729230,CCR2
14362,2825,GPR1
14363,83449,PMFBP1
14364,4675,NAP1L3
14365,284352,PPP1R37
14366,10964,IFI44L
14367,348938,NIPAL4
14368,7562,ZNF708
14369,56301,SLC7A10
14370,23180,RFTN1
14371,115352,FCRL3
14372,84226,C2orf16
14373,340654,LIPM
14374,84779,NAA11
14375,5959,RDH5
14376,29944,PNMA3
14377,6511,SLC1A6
14378,79887,PLBD1
14379,11219,TREX2
14380,942,CD86
14381,4899,NRF1
14382,3004,GZMM
14383,80329,ULBP1
14384,2703,GJA8
14385,83700,JAM3
14386,9074,CLDN6
14387,10686,CLDN16
14388,2700,GJA3
14389,4070,TACSTD2
14390,60558,GUF1
14391,64418,TMEM168
14392,146849,CCDC42
14393,10588,MTHFS
14394,51123,ZNF706
14395,81706,PPP1R14C
14396,55784,MCTP2
14397,26577,PCOLCE2
14398,81849,ST6GALNAC5
14399,5028,P2RY1
14400,8534,CHST1
14401,387597,ILDR2
14402,290,ANPEP
14403,51265,CDKL3
14404,127343,DMBX1
14405,3360,HTR4
14406,26279,PLA2G2D
14407,9289,ADGRG1
14408,8490,RGS5
14409,91947,ARRDC4
14410,26749,GAGE2E
14411,23424,TDRD7
14412,130888,FBXO36
14413,3535,IGL
14414,3112,HLA-DOB
14415,7363,UGT2B4
14416,169270,ZNF596
14417,11264,PXMP4
14418,192286,HIGD2A
14419,126792,B3GALT6
14420,51561,IL23A
14421,352909,DNAAF3
14422,10457,GPNMB
14423,29991,OBP2A
14424,8390,OR1G1
14425,29989,OBP2B
14426,732,C8B
14427,730,C7
14428,642987,TMEM232
14429,26254,OPTC
14430,133383,SETD9
14431,10507,SEMA4D
14432,139081,MAGEC3
14433,7378,UPP1
14434,5967,REG1A
14435,10692,RRH
14436,284040,CDRT4
14437,3291,HSD11B2
14438,55084,SOBP
14439,167465,ZNF366
14440,6756,SSX1
14441,220441,RNF152
14442,113000,RPUSD1
14443,285782,CAGE1
14444,388403,YPEL2
14445,10462,CLEC10A
14446,134829,CLVS2
14447,377047,PRSS45
14448,9057,SLC7A6
14449,170960,ZNF721
14450,222223,KIAA1324L
14451,79669,C3orf52
14452,2834,PRLHR
14453,2899,GRIK3
14454,26762,HAVCR1
14455,127495,LRRC39
14456,9398,CD101
14457,65990,FAM173A
14458,10178,TENM1
14459,22829,NLGN4Y
14460,8794,TNFRSF10C
14461,164832,LONRF2
14462,27315,PGAP2
14463,83853,ROPN1L
14464,3483,IGFALS
14465,28882,IGKV2D-29
14466,92369,SPSB4
14467,282679,AQP11
14468,1770,DNAH9
14469,9542,NRG2
14470,1776,DNASE1L3
14471,7364,UGT2B7
14472,124152,IQCK
14473,4117,MAK
14474,4330,MN1
14475,79924,ADM2
14476,24146,CLDN15
14477,284021,MILR1
14478,100127889,C10orf131
14479,726,CAPN5
14480,10745,PHTF1
14481,54985,HCFC1R1
14482,90326,THAP3
14483,83591,THAP2
14484,139105,BEND2
14485,654254,ZNF732
14486,5228,PGF
14487,7869,SEMA3B
14488,3232,HOXD3
14489,9241,NOG
14490,391002,PRAMEF8
14491,389337,ARHGEF37
14492,285513,GPRIN3
14493,1534,CYB561
14494,23362,PSD3
14495,5453,POU3F1
14496,9313,MMP20
14497,11096,ADAMTS5
14498,284615,ANKRD34A
14499,5456,POU3F4
14500,219293,ATAD3C
14501,9132,KCNQ4
14502,146434,ZNF597
14503,1349,COX7B
14504,23596,OPN3
14505,1525,CXADR
14506,886,CCKAR
14507,122402,TDRD9
14508,27254,CSDC2
14509,55187,VPS13D
14510,200403,VWA3B
14511,317705,VN1R5
14512,51393,TRPV2
14513,343990,KIAA1211L
14514,10586,MAB21L2
14515,255061,TAC4
14516,50616,IL22
14517,116379,IL22RA2
14518,58985,IL22RA1
14519,4838,NODAL
14520,90952,ESAM
14521,140832,WFDC10A
14522,260429,PRSS33
14523,150372,NFAM1
14524,3593,IL12B
14525,55137,FIGN
14526,168433,RNF133
14527,10368,CACNG3
14528,116983,ACAP3
14529,84314,TMEM107
14530,80194,TMEM134
14531,100129278,TDRD15
14532,200132,TCTEX1D1
14533,114786,XKR4
14534,10349,ABCA10
14535,203611,CDY2B
14536,170958,ZNF525
14537,149095,DCST1
14538,1180,CLCN1
14539,138009,DCAF4L2
14540,374768,SPEM1
14541,283385,MORN3
14542,56344,CABP5
14543,57731,SPTBN4
14544,1504,CTRB1
14545,64089,SNX16
14546,100289635,ZNF605
14547,11093,ADAMTS13
14548,84167,C19orf44
14549,144608,C12orf60
14550,9986,RCE1
14551,387914,SHISA2
14552,5319,PLA2G1B
14553,22925,PLA2R1
14554,652968,GATSL3
14555,729438,GATSL2
14556,100049587,SIGLEC14
14557,57412,AS3MT
14558,26285,CLDN17
14559,54503,ZDHHC13
14560,79789,CLMN
14561,55074,OXR1
14562,51052,PRLH
14563,57578,UNC79
14564,496,ATP4B
14565,6856,SYPL1
14566,51252,FAM178B
14567,441549,CDNF
14568,440603,BCL2L15
14569,440503,PLIN5
14570,79368,FCRL2
14571,8999,CDKL2
14572,337880,KRTAP11-1
14573,10129,FRY
14574,5988,RFPL1
14575,26154,ABCA12
14576,128312,HIST3H2BB
14577,64109,CRLF2
14578,149233,IL23R
14579,51266,CLEC1B
14580,2557,GABRA4
14581,171558,PTCRA
14582,84933,C8orf76
14583,124817,CNTD1
14584,92999,ZBTB47
14585,57054,DAZ3
14586,340719,NANOS1
14587,342977,NANOS3
14588,197407,ZNF48
14589,130872,AHSA2
14590,119032,BORCS7
14591,199713,NLRP7
14592,2646,GCKR
14593,441525,SPANXN4
14594,6909,TBX2
14595,283106,CSNK2A3
14596,342096,GOLGA6A
14597,147807,ZNF524
14598,105,ADARB2
14599,57547,ZNF624
14600,55762,ZNF701
14601,91664,ZNF845
14602,120224,TMEM45B
14603,26256,CABYR
14604,26166,RGS22
14605,2863,GPR39
14606,5210,PFKFB4
14607,10974,ADIRF
14608,93109,TMEM44
14609,23205,ACSBG1
14610,84223,IQCG
14611,114902,C1QTNF5
14612,9962,SLC23A2
14613,23474,ETHE1
14614,83953,FCAMR
14615,79884,MAP9
14616,55693,KDM4D
14617,91646,TDRD12
14618,83882,TSPAN10
14619,80352,RNF39
14620,64067,NPAS3
14621,63901,FAM111A
14622,2262,GPC5
14623,6512,SLC1A7
14624,646480,FABP9
14625,80380,PDCD1LG2
14626,81894,SLC25A28
14627,79071,ELOVL6
14628,79993,ELOVL7
14629,83401,ELOVL3
14630,79836,LONRF3
14631,55565,ZNF821
14632,90288,EFCAB12
14633,376132,LRRC10
14634,2165,F13B
14635,10235,RASGRP2
14636,6039,RNASE6
14637,388558,ZNF808
14638,148281,SYT6
14639,8741,TNFSF13
14640,23017,FAIM2
14641,10103,TSPAN1
14642,3596,IL13
14643,3266,ERAS
14644,951,CD37
14645,23671,TMEFF2
14646,136991,ASZ1
14647,54997,TESC
14648,4063,LY9
14649,144233,BCDIN3D
14650,25878,MXRA5
14651,283149,BCL9L
14652,160419,C12orf50
14653,23228,PLCL2
14654,57821,CCDC181
14655,81566,CSRNP2
14656,648791,PPP1R3G
14657,9758,FRMPD4
14658,145376,PPP1R36
14659,90673,PPP1R3E
